company_name,stock_symbol,legal_name,address,city,state,zipcode,area_code,primary_SIC_code,SIC6_description,SIC_code,primary_NAICS_code,NAICS8_description,parent_company_name,parent_company_ABI,classification,fossil_fuel_primary,clean_energy_primary,fossil_fuel_secondary,clean_energy_secondary,unique_id
ProPetro Holding,PUMP,ProPetro Holding Corp,,,,,,,,,,,,,f,,,,,e945e335-6ad5-4dbd-896f-73bc21ec1b2c
Pryce,PPC,Pryce Corp,,,,,,,,,,,,,f,,,,,ee208900-4ac1-4662-a6cb-6b003416b571
PT Essa Industries,ESSA,PT Essa Industries Indonesia Tbk,,,,,,,,,,,,,f,,,,,388975ef-f483-4621-8f05-ddd57b1bf99a
Ptt,PTT,บริษัท ปตท. จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,dd82ce6f-e40f-462a-a578-a976fb312d4a
PTT E&P,PTTEP,บริษัท ปตท. สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,82ca0008-4edd-40ae-90c8-f2bf2fb9f958
PTT Oil and Retail,OR,บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,a09d32c0-9777-4c34-9e88-303b0b7c6cbc
Public Power Corp,PPC,ΔΗΜΟΣΙΑ ΕΠΙΧΕΙΡΗΣΗ ΗΛΕΚΤΡΙΣΜΟΥ ΑΕ,,,,,,,,,,,,,f,,,,,b2aff47c-039d-45ce-9ee2-dcfdc02a0748
Pulse Seismic,PSD,Pulse Seismic Inc,,,,,,,,,,,,,f,,,,,f94eddf1-16e0-46e2-80af-390e1312308e
PXP Energy,PXP,PXP Energy Corp,,,,,,,,,,,,,f,,,,,98c4660d-258a-439a-adfd-e3309ee17981
Pyxis Tankers,PXS,Pyxis Tankers Inc,,,,,,,,,,,,,f,,,,,ee9d9e76-0ceb-4777-a95f-bd9a2a3186cc
Qatar Electricity & Water,QEWS,Qatar Electricity & Water Co QSC,,,,,,,,,,,,,f,,,,,e174da80-7547-439e-b82b-f60d1784bb23
Qatar Fuel,QFLS,Qatar Fuel QSC,,,,,,,,,,,,,f,,,,,5a071ce3-fe17-4e29-b07a-e752cae7847d
Qatar Gas Transport Co,QGTS,Qatar Gas Transport Co Ltd (Nakilat) QSC,,,,,,,,,,,,,f,,,,,1aadacd4-0327-4c97-8c77-e5123a98017a
Questerre Energy,QEC,Questerre Energy Corp,,,,,,,,,,,,,f,,,,,af54b6bb-a2df-4dd2-9460-929565d46f13
Rabigh Refining,2380,شركة رابغ للتكرير والبتروكيماويات,,,,,,,,,,,,,f,,,,,3a9ec31a-6234-40e8-bc18-34bca57d5f72
Range Resources,RRC,Range Resources Corp,,,,,,,,,,,,,f,,,,,7c556029-c59d-4fb1-8aa7-fd1453216fdd
Ranger Energy Services,RNGR,Ranger Energy Services Inc,,,,,,,,,,,,,f,,,,,cfd9f3c2-e9ba-4f4c-9a74-ed5079aae4a5
Ratch Group,RATCH,บริษัท ราช กรุ๊ป จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,0df5f884-601e-4879-a33e-66e82d48cc1a
Ratio Energies,RATI,רציו אנרגיות,,,,,,,,,,,,,f,,,,,7f235489-7069-43ed-a252-691b3afbad22
Reabold Resources,RBD,Reabold Resources PLC,,,,,,,,,,,,,f,,,,,c24a1f6a-2337-4594-a1f6-c35c69693149
Reach Subsea,REACH,Reach Subsea ASA,,,,,,,,,,,,,f,,,,,6b0d8efc-6bc7-4200-9d44-7840e5bb4da1
Recon Technology,RCON,研控科技有限公司,,,,,,,,,,,,,f,,,,,890adcc9-8628-474d-85ba-df5fd5bb6f54
Reliance Industries,RELIANCE,Reliance Industries Ltd,,,,,,,,,,,,,f,,,,,aa063848-3bc7-4d77-ad85-3d5a3221c61f
Reliance Power,532939,Reliance Power Ltd,,,,,,,,,,,,,f,,,,,3ea15729-056c-49e8-8229-5b54bd642e7c
Renaissance Services,RNSS,Renaissance Services SAOG,,,,,,,,,,,,,f,,,,,02876f36-8441-462b-bc9f-fd52afc56189
Renergen,REN,Renergen Ltd,,,,,,,,,,,,,f,,,,,20f361ff-4abf-4c39-a1d7-650c3072a643
Repsol,REP,Repsol SA,,,,,,,,,,,,,f,,,,,455ce8b6-89fa-44d6-975d-590bdd2fef53
Rex Intl Hldgs,5WH,Rex International Holding Ltd,,,,,,,,,,,,,f,,,,,793849fa-21ca-4994-ae90-c2b78ea08020
RH Petrogas,T13,RH Petrogas Ltd,,,,,,,,,,,,,f,,,,,45d15e09-cc74-4d30-bd59-915dea709f72
Riley Exploration Permian,REPX,Riley Exploration Permian Inc,,,,,,,,,,,,,f,,,,,8d7c40ae-38d9-406e-9662-418d2b97ebfa
Ring Energy,REI,Ring Energy Inc,,,,,,,,,,,,,f,,,,,6e0335a9-5142-4ab0-8961-9394098d14e9
Riverstone Holdings,AP4,Riverstone Holdings Ltd,,,,,,,,,,,,,f,,,,,fff14b43-3601-4556-bf4e-5603cd691413
Rockhopper Exploration,RKH,Rockhopper Exploration PLC,,,,,,,,,,,,,f,,,,,bd6ddfeb-ff9d-47c5-b661-0f83805b45f3
Rongsheng Petro Chemical,2493,荣盛石化股份有限公司,,,,,,,,,,,,,f,,,,,6b08c8b9-498a-4a9b-ac39-6ae40a603ff6
Rosneft Oil,ROSN,ОАО НК Роснефть,,,,,,,,,,,,,f,,,,,50ad1b43-a91d-48e3-9610-b83ba724e207
RPC,RES,RPC Inc,,,,,,,,,,,,,f,,,,,3c54ce84-e31d-47f5-84f2-dbb909916963
Rubis,RUI,Rubis SCA,,,,,,,,,,,,,f,,,,,6497daa3-f2eb-40c9-8820-42e9471a42a5
RusHydro,HYDR,РусГидро ПАО,,,,,,,,,,,,,f,,,,,e856c37f-5f6f-45dc-9280-076970308ace
RWE,RWE,RWE AG,,,,,,,,,,,,,f,,,,,f41e7f4f-3c67-4824-8d07-78bb3ed90e54
S-Oil,10950,S-Oil(주),,,,,,,,,,,,,f,,,,,1617958c-528a-4c1d-b3a7-0a60b6c6e472
S.D. Standard ETC,SDSD,S.D. Standard ETC PLC,,,,,,,,,,,,,f,,,,,f367d95a-7c60-4fbd-b6ee-9b5e36ee6db4
Sabine Royalty,SBR,Sabine Royalty Trust,,,,,,,,,,,,,f,,,,,74ee157f-a2ff-4eab-aa38-56291f4c7a11
Saibu Gas Holdings,9536,西部ガスホールディングス,,,,,,,,,,,,,f,,,,,3ba2a7df-c74a-49e1-a50e-def9401bb721
Saipem,SPM,Saipem SpA,,,,,,,,,,,,,f,,,,,2a7c5c11-d627-46e2-ab5a-bfaa4ad65e6f
San Juan Basin Royalty,SJT,San Juan Basin Royalty Trust,,,,,,,,,,,,,f,,,,,895cad97-e994-4be5-9731-53eb28bdb145
San Miguel,SMC,San Miguel Corp,,,,,,,,,,,,,f,,,,,b3136662-8145-4c12-bfad-87e112da7497
San-Ai Obbli,8097,三愛オブリ,,,,,,,,,,,,,f,,,,,cf0be939-4ec1-49fa-a9ed-1fb5ac5d092e
SandRidge Energy,SD,SandRidge Energy Inc,,,,,,,,,,,,,f,,,,,9fe6dd1b-4078-4a1e-ac70-f73f4cecfb1b
Santos,STO,Santos Ltd,,,,,,,,,,,,,f,,,,,5bb15414-ced6-482f-a493-e388a0aa836a
Sapura Energy,5218,Sapura Energy Bhd,,,,,,,,,,,,,f,,,,,84b8fb80-4c4e-4a9b-88b2-e7abcd39a5b0
Saras,SRS,Saras SpA,,,,,,,,,,,,,f,,,,,f051f3e9-8236-4e5d-8eed-e9d9df28a50d
Sasol,SOL,Sasol Ltd,,,,,,,,,,,,,f,,,,,262b1ef6-d40d-489c-8ae9-7e67bf1af864
Saturn Oil & Gas,SOIL,Saturn Oil & Gas Inc,,,,,,,,,,,,,f,,,,,2223ba6f-1b27-4b03-961f-0b144f5a8511
Saudi Arabian Oil,2222,شركة الزيت العربية السعودية,,,,,,,,,,,,,f,,,,,0506923b-392d-4112-a68b-247a0028a50b
Saudi Aramco Base Oil,2223,شركة أرامكو السعودية لزيوت الأساس,,,,,,,,,,,,,f,,,,,96c8e846-38b5-49e1-982b-065c51047f92
Saudi Basic Industries,2010,الشركة السعودية للصناعات الأساسية,,,,,,,,,,,,,f,,,,,ce94649c-00e4-4a48-8008-0ea64bc1f85a
Saudi Electricity,5110,الشركة السعودية للكهرباء,,,,,,,,,,,,,f,,,,,b3a1185c-e2ec-4476-adc7-8c84246fc09f
Savannah Energy,SAVE,Savannah Energy PLC,,,,,,,,,,,,,f,,,,,ea925a31-5249-45f3-8e29-b586525478bf
SBM Offshore,SBMO,SBM Offshore NV,,,,,,,,,,,,,f,,,,,08565b71-c033-4ec2-a764-3e018154e20e
Schlumberger,SLB,Schlumberger Ltd,,,,,,,,,,,,,f,,,,,450ba4ca-551e-4ae1-b05d-d1c1c55d3b42
Schoeller-Bleckmann,SBO,Schoeller-Bleckmann Oilfield Equipment AG,,,,,,,,,,,,,f,,,,,b51cd8b0-6b54-409e-93da-d26a0653797b
Scorpio Tankers,STNG,Scorpio Tankers Inc,,,,,,,,,,,,,f,,,,,147c817f-bc70-4c19-af74-3d74a7b78919
SDIC Power Holdings Co,600886,国投电力控股股份有限公司,,,,,,,,,,,,,f,,,,,9b018b72-2813-4197-9998-cae6beb973cb
Seadrill,SDRL,Seadrill Ltd,,,,,,,,,,,,,f,,,,,d79f16d4-d0f7-4de5-bc0a-ebf221d99443
Seapeak,TGP,Seapeak LLC,,,,,,,,,,,,,f,,,,,b2dad33c-18f6-4145-ae30-f81979b916c2
Secure Energy Services,SES,Secure Energy Services Inc,,,,,,,,,,,,,f,,,,,be0550f9-f343-4ba6-87ba-741cfc42e608
Sembcorp Industries,U96,Sembcorp Industries Ltd,,,,,,,,,,,,,f,,,,,9f144465-e201-41b2-b1f1-b8ca499bba5e
Sempra,SRE,Sempra,,,,,,,,,,,,,f,,,,,937b470b-ff01-4bb7-8a53-75abd7c827be
Seplat Energy,SEPLAT,Seplat Energy PLC,,,,,,,,,,,,,f,,,,,84296878-d01c-49b0-a23d-eb68f2e70240
Serica Energy,SQZ,Serica Energy PLC,,,,,,,,,,,,,f,,,,,9c435a85-3f3e-424c-ae81-f4a3ecc6d479
Serinus Energy,SENX,Serinus Energy PLC,,,,,,,,,,,,,f,,,,,cd61af35-7f44-4f17-bb21-66bc46c7bce2
Seven Group Hldgs,SVW,Seven Group Holdings Ltd,,,,,,,,,,,,,f,,,,,42b57fe2-9008-418a-b34c-73589041e145
Shaanxi Provincial,2267,陕西省天然气股份有限公司,,,,,,,,,,,,,f,,,,,c9ba7a8b-4144-46ce-bbbf-3c78921dcb22
Shandong Molong Petroleum,568,山东墨龙石油机械股份有限公司,,,,,,,,,,,,,f,,,,,3b00c530-51a6-4a66-86ae-b2e3eb241b6d
Shandong Shengli,407,山东胜利股份有限公司,,,,,,,,,,,,,f,,,,,7756f5e3-1dc1-4d94-aeb5-b8de7c240df4
Shandong Xinchao Energy,600777,山东新潮能源股份有限公司,,,,,,,,,,,,,f,,,,,36e74cd2-7e37-4091-9845-508930850c9d
Shanghai Lonyer Date,603003,上海龙宇数据股份有限公司,,,,,,,,,,,,,f,,,,,b79d6b57-d022-455f-8ab5-d1aa2e94da97
Shanxi Blue Flame Holding,968,山西蓝焰控股股份有限公司,,,,,,,,,,,,,f,,,,,cd3d9e65-0876-4b26-a011-bcf7abc03035
Shanxi Guoxin Energy,600617,山西省国新能源股份有限公司,,,,,,,,,,,,,f,,,,,0078799c-c518-430d-adf5-022ca921d630
Shelf Drilling,SHLF,Shelf Drilling Ltd,,,,,,,,,,,,,f,,,,,a770c470-7337-4796-988d-0a349aeb791a
Shell,SHEL,Shell PLC,,,,,,,,,,,,,f,,,,,68fd4582-9cb9-4a56-96fd-4783c3c8987b
Shell Pakistan,SHEL,Shell Pakistan Ltd,,,,,,,,,,,,,f,,,,,043cb68d-43f7-4f8a-a33e-c87869286c49
Shell Pilipinas,SHLPH,Shell Pilipinas Corp,,,,,,,,,,,,,f,,,,,14a363dc-359f-46fe-89fc-41611389262d
Shenergy Co,600642,申能股份有限公司,,,,,,,,,,,,,f,,,,,5c1f8ca6-1c73-41b0-8192-7a274e891759
Shenzhen Energy Group,27,深圳能源集团股份有限公司,,,,,,,,,,,,,f,,,,,5bbb8451-3567-42d3-a20a-2ec046b60054
Shenzhen Gas,601139,深圳市燃气集团股份有限公司,,,,,,,,,,,,,f,,,,,446c44a7-f603-4182-b9ff-b1f16401025c
Shenzhen Guangju Energy,96,深圳市广聚能源股份有限公司,,,,,,,,,,,,,f,,,,,12654f1b-5ecd-42fa-b1d0-2b3feaa87f16
Shenzhen New Nanshan,2314,深圳市新南山控股(集团)股份有限公司,,,,,,,,,,,,,f,,,,,9bac3f8f-f518-4acf-b4ea-bccc831df0d5
Shikun & Binui,SKBN,שיכון ובינוי בע''מ,,,,,,,,,,,,,f,,,,,10ebf689-a736-414c-b06d-0b9c467eaa43
Siamgas,SGP,บริษัท สยามแก๊ส แอนด์ ปิโตรเคมีคัลส์ จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,94b0708b-3894-4aa1-8552-abbb9ea0ccd9
Siem Offshore,SIOFF,Siem Offshore Inc,,,,,,,,,,,,,f,,,,,5047a323-8df7-4e0f-aa6e-bfcfc08cc384
Siemens,SIE,Siemens AG,,,,,,,,,,,,,f,,,,,a0bb746c-f85b-4c5d-bf98-572fa5ab1c21
Siemens Energy,ENR,Siemens Energy AG,,,,,,,,,,,,,f,,,,,f1d3032f-f06a-41a1-a4f1-4ac5adc2836f
SilverBow Resources,SBOW,SilverBow Resources Inc,,,,,,,,,,,,,f,,,,,4351ad73-d86a-4bf3-b1ce-c8d7a9231bb5
Sinanen Hldgs,8132,シナネンホールディングス株式会社,,,,,,,,,,,,,f,,,,,67ef0776-714c-4437-888f-61f020c11644
Sino Geophysical Co,300191,潜能恒信能源技术股份有限公司,,,,,,,,,,,,,f,,,,,f128a60a-7ca7-4dd8-b992-c4a768a30af3
SINOPEC Eng (Gr) Co,2386,中石化炼化工程（集团）股份有限公司,,,,,,,,,,,,,f,,,,,d1deb0a9-0a80-4af7-bdab-5b3c0ed8bc7c
Sinopec Kantons Hldgs,934,中石化冠德控股有限公司,,,,,,,,,,,,,f,,,,,7a9f6580-94d1-47f2-8bd8-2c550610e699
Sinopec Oilfield,852,中石化石油机械股份有限公司,,,,,,,,,,,,,f,,,,,021b7b0a-da4f-4f5c-8657-148bfed5ee5f
Sinopec Oilfield Service,600871,中石化石油工程技术服务股份有限公司,,,,,,,,,,,,,f,,,,,3999009c-4ad3-4706-81ff-aae7acf779ed
Sinopec Shanghai,600688,中国石化上海石油化工股份有限公司,,,,,,,,,,,,,f,,,,,d608c951-cdc1-4544-8fe0-b76ea66cb8a4
Sinostar Pec Holdings,C9Q,Sinostar Pec Holdings Ltd,,,,,,,,,,,,,f,,,,,03f5591f-74b9-417c-a62f-cf4a4d00987f
Sintana Energy,SEI,Sintana Energy Inc,,,,,,,,,,,,,f,,,,,fb16ebc8-eb56-4000-bb7d-55c8e700d6d4
Sitio Royalties,STR,Sitio Royalties Corp,,,,,,,,,,,,,f,,,,,68973abc-624c-4d61-a7f4-c229eaa8c5cc
SK,34730,SK(주),,,,,,,,,,,,,f,,,,,bcd5c6b6-0a58-465e-b6e7-be5ad441fc9c
SK Discovery Co,6120,에스케이디스커버리(주),,,,,,,,,,,,,f,,,,,1716020e-9c37-4caf-bd3c-29162b1fb01f
SK Gas,18670,SK가스(주),,,,,,,,,,,,,f,,,,,04825466-6e7a-469c-8423-7e0f372214fd
SK Innovation Co,96770,SK이노베이션(주),,,,,,,,,,,,,f,,,,,2268be37-fd54-45da-98be-ccf538a35697
SM Energy,SM,SM Energy Co,,,,,,,,,,,,,f,,,,,14ba561c-ee6e-4d08-bf3f-256849c6dd96
Smart Sand,SND,Smart Sand Inc,,,,,,,,,,,,,f,,,,,310c7ed7-f650-4855-a465-d4b85085b2e1
Snam,SRG,Snam SpA,,,,,,,,,,,,,f,,,,,7b376b06-c0e5-464b-85e4-62f75b64774c
SNGN Romgaz,SNG,SNGN Romgaz SA,,,,,,,,,,,,,f,,,,,43d004da-6494-4ed6-853a-20a19c067bbf
SNTGN Transgaz,TGN,SNTGN Transgaz SA,,,,,,,,,,,,,f,,,,,6dedb291-d443-4072-97fa-bb13ba13eb30
Sojitz,2768,双日株式会社,,,,,,,,,,,,,f,,,,,f765ee4f-34dd-4960-bab3-932a2dc42796
Solaris Oilfield Infra,SOI,Solaris Oilfield Infrastructure Inc,,,,,,,,,,,,,f,,,,,a8a61974-6b97-489e-a321-c29738506cbc
Source Energy Services,SHLE,Source Energy Services Ltd,,,,,,,,,,,,,f,,,,,9c9065c1-ef73-4e92-83ac-7851bf1853fc
Source Rock Royalties,SRR,Source Rock Royalties Ltd,,,,,,,,,,,,,f,,,,,4c23920c-d49f-4300-951e-8ba70ce2f8eb
Southern,SO,Southern Co,,,,,,,,,,,,,f,,,,,bff0fcac-cbcc-4f01-9082-34d73c509860
Southwestern Energy,SWN,Southwestern Energy Co,,,,,,,,,,,,,f,,,,,9654d1a0-6dc1-421e-b464-c10480dbabc1
Spartan Delta,SDE,Spartan Delta Corp,,,,,,,,,,,,,f,,,,,78db418c-9a30-455e-bfe5-a443ee3490a0
SPT Energy Group,1251,华油能源集团有限公司,,,,,,,,,,,,,f,,,,,0d396a21-ebb8-4df5-a887-9bf37dc1d0d3
SSE,SSE,SSE PLC,,,,,,,,,,,,,f,,,,,0cdcd4d3-3b01-4ea9-874c-2091c8dd1164
Stabilis Solutions,SLNG,Stabilis Solutions Inc,,,,,,,,,,,,,f,,,,,28cac7ec-54f7-425b-b53c-c0dfb57059c3
Star Group,SGU,Star Group LP,,,,,,,,,,,,,f,,,,,961e460b-60fe-4bff-bc65-8f6e3958c92e
Star Petroleum Refining,SPRC,บริษัท สตาร์ ปิโตรเลียม รีไฟน์นิ่ง จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,0d0166ef-3ca2-44e3-a3be-4a89b925f791
STEP Energy Services,STEP,STEP Energy Services Ltd,,,,,,,,,,,,,f,,,,,4012bfe9-9735-4baf-a98b-26a1b3ee2770
Strathcona Resources,SCR,Strathcona Resources Ltd,,,,,,,,,,,,,f,,,,,3b32d1f7-96a2-4bfa-be25-4ec92fafac9a
Strike Energy,STX,Strike Energy Ltd,,,,,,,,,,,,,f,,,,,f432c9b1-a5e6-4e93-b621-ab181a9da68e
Subsea 7,SUBC,Subsea 7 SA,,,,,,,,,,,,,f,,,,,576a729f-aaad-4b2c-9369-a245a0101d99
Sugih Energy,SUGI,PT Sugih Energy Tbk,,,,,,,,,,,,,f,,,,,7c099299-2199-4bf2-8a7b-be9c45a357f3
Sui Northern Gas Pipeline,SNGP,Sui Northern Gas Pipelines Ltd,,,,,,,,,,,,,f,,,,,f7d33c97-a607-43a1-828e-869dbab63b38
Sumitomo,8053,住友商事株式会社,,,,,,,,,,,,,f,,,,,3bbf9880-32f8-4be4-ba68-2a9d1e4926db
Summit Midstream Partners,SMLP,Summit Midstream Partners LP,,,,,,,,,,,,,f,,,,,8f97ab2e-5216-475b-8af2-a55e1190d773
Suncor Energy,SU,Suncor Energy Inc,,,,,,,,,,,,,f,,,,,ed8693fe-18ec-47f5-9255-f02ff98d2e91
Sunoco,SUN,Sunoco LP,,,,,,,,,,,,,f,,,,,c6f300bb-9aee-4023-bd5d-dbf4f27bde37
Superior Drilling Prods,SDPI,Superior Drilling Products Inc,,,,,,,,,,,,,f,,,,,cb065792-59af-462d-87fa-341ad3099128
Surge Energy,SGY,Surge Energy Inc,,,,,,,,,,,,,f,,,,,b0d58122-882b-4e72-8d71-33e731ea7ff2
Surgutneftegas,SNGS,Сургутнефтегаз ОАО,,,,,,,,,,,,,f,,,,,bc384745-2980-4cbe-bc31-8eb253fe46b8
Susco,SUSCO,บริษัท ซัสโก้ จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,9bb35643-8ed9-473c-a29b-9d7b8b4cb630
Suzhou Douson Drilling,603800,苏州道森钻采设备股份有限公司,,,,,,,,,,,,,f,,,,,4eb16982-b56d-4738-b1fe-234bf0754459
Swan Energy,503310,Swan Energy Ltd,,,,,,,,,,,,,f,,,,,4b4ee2d7-48b3-412d-b3d4-83e9b5fe85fb
Taiwan Cogeneration,8926,台灣汽電共生股份有限公司,,,,,,,,,,,,,f,,,,,9d52c603-4252-462d-b429-249dce958873
Talen Energy,TLNE,Talen Energy Corp,,,,,,,,,,,,,f,,,,,eb63235f-19bb-4a60-b61f-5ccc9c271d2e
Talos Energy,TALO,Talos Energy Inc,,,,,,,,,,,,,f,,,,,a7de78e8-51e4-48a7-8f51-9fedb376bab6
Tamar Petroleum,TMRP,"תמר פטרוליום בע""מ",,,,,,,,,,,,,f,,,,,3e610014-cfb2-4428-a1ca-767f17c0aa9c
Tamarack Valley Energy,TVE,Tamarack Valley Energy Ltd,,,,,,,,,,,,,f,,,,,93cbff65-6166-4627-aa75-fcc896f596bf
Targa Resources,TRGP,Targa Resources Corp,,,,,,,,,,,,,f,,,,,a493948a-03a0-4cb3-bfd3-a59b5a8337cd
Tatneft,TATNP,ПАО Татнефть,,,,,,,,,,,,,f,,,,,27cd9891-ce29-488c-aef9-ef4e9a32d582
TC Energy,TRP,TC Energy Corp,,,,,,,,,,,,,f,,,,,b7810cfd-1545-4ce6-b5d1-fad0df396312
Technip Energies,TE,Technip Energies NV,,,,,,,,,,,,,f,,,,,5abeb74c-5242-4102-89bf-b4040cec5c0b
TechnipFMC,FTI,TechnipFMC PLC,,,,,,,,,,,,,f,,,,,51d02e69-ef8d-4c43-8588-1c9c90fd0f94
Teck Resources,TECK.B,Teck Resources Ltd,,,,,,,,,,,,,f,,,,,e10fff77-4d0b-42c6-afed-f64fd97c068e
Teekay,TK,Teekay Corp,,,,,,,,,,,,,f,,,,,cb84ffda-99a5-4f7b-b18c-068ff4ed7e46
Teekay Tankers,TNK,Teekay Tankers Ltd,,,,,,,,,,,,,f,,,,,17c243e5-6fcb-4d46-8a58-f9b0fb09a5bb
Tellurian,TELL,Tellurian Inc,,,,,,,,,,,,,f,,,,,8a281cc9-440a-483a-acf2-107bf20e0687
Tenaga Nasional,5347,Tenaga Nasional Bhd,,,,,,,,,,,,,f,,,,,5bb54dd4-641b-49e0-bfd4-fd604802b99a
Tenaris,TEN,Tenaris SA,,,,,,,,,,,,,f,,,,,573ddc44-8751-450c-837c-05e62d3441c0
TerraVest Industries,TVK,TerraVest Industries Inc,,,,,,,,,,,,,f,,,,,2a480b7c-b002-47cb-a3cb-204808abbc40
Tessenderlo Group,TESB,Tessenderlo Group NV,,,,,,,,,,,,,f,,,,,424c61bc-9fee-4a41-9810-86131f287826
Tethys Oil,TETY,Tethys Oil AB,,,,,,,,,,,,,f,,,,,b84f66a0-3798-4e6d-b22d-dc7482171947
Tetra Technologies,TTI,Tetra Technologies Inc,,,,,,,,,,,,,f,,,,,535f2de6-c1fe-4f2b-8aaf-aa7a0f105691
Texas Pacific Land,TPL,Texas Pacific Land Corp,,,,,,,,,,,,,f,,,,,bb588899-bbf0-460b-afdb-429af0fdd418
TGS,TGS,TGS ASA,,,,,,,,,,,,,f,,,,,d5f79808-7f2c-4851-987a-a2ae6313432b
Thai Oil,TOP,บริษัท ไทยออยล์ จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,ee3e5de9-6bee-4596-b503-c8c2fccff4e4
The Leadcorp,12700,(주)리드코프,,,,,,,,,,,,,f,,,,,81709869-fd8e-4681-b34a-49fe8d633710
Tidewater,TDW,Tidewater Inc,,,,,,,,,,,,,f,,,,,cf095846-d945-4fc1-8a24-11ab4661d279
Tidewater Midstream,TWM,Tidewater Midstream and Infrastructure Ltd,,,,,,,,,,,,,f,,,,,ee1864ab-7d84-4963-8fab-250b111cc0bd
Tokyo Electric Power,9501,東京電力ホールディングス株式会社,,,,,,,,,,,,,f,,,,,628a7ef2-3805-4f45-81cf-4124b15ee6d1
Tokyo Gas Co,9531,東京瓦斯株式会社,,,,,,,,,,,,,f,,,,,bbc4717e-7e89-4c4d-b23e-7ccd982ce286
Tongkun Group Co,601233,桐昆集团股份有限公司,,,,,,,,,,,,,f,,,,,1d27cfa0-87b2-453f-a5ac-466d2cf630b7
Top Frontier Investment,TFHI,Top Frontier Investment Holdings Inc,,,,,,,,,,,,,f,,,,,7f13279c-5b7a-42b1-ba81-0b255aa2ba44
Topaz Energy,TPZ,Topaz Energy Corp,,,,,,,,,,,,,f,,,,,84536a05-5319-4b4e-8a2d-72f1b43d0126
TORM,TRMD A,TORM PLC,,,,,,,,,,,,,f,,,,,229b904e-ae08-483f-98ef-21c39ce4bd68
Total Energies Marketing,TMA,Total Energies Marketing Maroc,,,,,,,,,,,,,f,,,,,2e0b3b2f-a837-4cb7-a391-4b55adc472ad
Total Energy Services,TOT,Total Energy Services Inc,,,,,,,,,,,,,f,,,,,b91bf09e-775f-4a70-9e01-89ef502da575
TotalEnergies,TTE,TotalEnergies SE,,,,,,,,,,,,,f,,,,,b4af0004-3231-4b4f-acb9-d77dc17721e5
TotalEnergies EP Gabon,EC,TotalEnergies EP Gabon,,,,,,,,,,,,,f,,,,,b270936a-8a29-49e6-8d0e-f29566b19a2e
Touchstone Exploration,TXP,Touchstone Exploration Inc,,,,,,,,,,,,,f,,,,,316bedf3-26cc-4e84-aeec-7e3b5d41a686
Tourmaline Oil,TOU,Tourmaline Oil Corp,,,,,,,,,,,,,f,,,,,e12c7e0c-1111-4a3a-beb0-275c3dd36005
Transneft,TRNFP,Transneft PJSC,,,,,,,,,,,,,f,,,,,189401fd-5968-46aa-920b-9ad2357b7235
Transocean,RIG,Transocean Ltd,,,,,,,,,,,,,f,,,,,e77f9a0b-f0fb-4a29-8711-5068c591a0e4
Transportadora de Gas,TGSU2,Transportadora de Gas del Sur SA,,,,,,,,,,,,,f,,,,,a18ef844-13e3-4ea6-ba1c-a3ae580b9491
Trican Well Service,TCW,Trican Well Service Ltd,,,,,,,,,,,,,f,,,,,3ef3f9a9-7e38-403d-8a93-3e5f7347d246
Trio Petroleum,TPET,Trio Petroleum Corp,,,,,,,,,,,,,f,,,,,50dcd7cf-0651-4bb0-8734-c683682f1474
Tsakos Energy Navigation,TNP,Tsakos Energy Navigation Ltd,,,,,,,,,,,,,f,,,,,d9440c2b-e06a-4753-8c79-6cee2cd4061a
Tullow Oil,TLW,Tullow Oil PLC,,,,,,,,,,,,,f,,,,,e3573339-3bbd-4d18-8d62-6adeb7e3d8ce
Tupras-Turkiye Petrol,TUPRS,TÜPRAŞ-TÜRKİYE PETROL RAFİNERİLERİ A.Ş,,,,,,,,,,,,,f,,,,,2a1fd185-8d89-4da6-b9a8-09d3c166396c
TXO Partners,TXO,TXO Partners LP,,,,,,,,,,,,,f,,,,,42ea9c70-a86d-467c-96de-f2e8c4ae3198
Ultrapar Participacoes,UGPA3,Ultrapar Participacoes SA,,,,,,,,,,,,,f,,,,,294615c8-b1f2-4f57-a254-c539888b4eb7
Unique Hotel & Resorts,UNIQUEHRL,Unique Hotel & Resorts PLC,,,,,,,,,,,,,f,,,,,5ad654b9-02ab-45e0-93f3-183b83dc809f
Unit,UNTC,Unit Corp,,,,,,,,,,,,,f,,,,,567484d9-1a47-4f18-9570-920b9757fc74
United Energy Group,467,United Energy Group Ltd,,,,,,,,,,,,,f,,,,,95c56280-6162-40bc-9c90-77211a1e20ed
United Strength Power,2337,众诚能源控股有限公司,,,,,,,,,,,,,f,,,,,a3735a97-090d-4fe3-975c-5d3071a8b56a
US Energy,USEG,US Energy Corp,,,,,,,,,,,,,f,,,,,24d0f0ee-c358-4f57-9b51-9b01497ee947
